synthetic_id,generated_text,gt_is_help_request,gt_classification_category,gt_location_name,gt_google_map_url,gt_lat,gt_lng,gt_victim_name,gt_victim_phone,gt_victim_gender,gt_victim_nickname,gt_reporter_name,gt_reporter_phone,gt_reporter_gender,gt_reporter_nickname,gt_victims_json,gt_dead,gt_critical,gt_urgent,gt_safe,gt_child,gt_bedridden,gt_item_firstaid,gt_item_food,gt_item_energy,source_template_id,generator_model
SYN_NER_GPT_V2_0011,พิมพ์เสร็จ กดส่ง ขึ้น error แล้วค่ะ ใครอยู่แถวพื้นที่น้ำท่วมระวังไฟฟ้ารั่วกับฝาท่อเปิดด้วยนะคะ อย่าเดินลุยน้ำช่วงกลางคืนค่ะ,False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,1208,gpt-5.6-luna
SYN_NER_GPT_V2_0012,"ขอให้ทุกคนในพื้นที่น้ำท่วมปลอดภัยนะคะ 🙏  
ขอให้ระดับน้ำลดลงโดยเร็ว และขอให้ผู้สูงอายุ เด็ก รวมถึงสัตว์เลี้ยงทุกตัวผ่านพ้นเหตุการณ์ครั้งนี้ไปได้อย่างปลอดภัย  
เป็นกำลังใจให้ชาวหาดใหญ่และเจ้าหน้าที่ทุกคนค่ะ 🤍🕯️",False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,930,gpt-5.6-luna
SYN_NER_GPT_V2_0013,ประกาศเตือนผู้ที่อยู่ในพื้นที่ใกล้บิ๊กซีคลองแห ซอยประชาสรรค์ 6/1 อำเภอหาดใหญ่ ขณะนี้มีน้ำท่วมสูงและบางบ้านต้องอาศัยอยู่ชั้น 2 โดยเฉพาะบ้านเลขที่ 101/95 หลังสีฟ้า ขอให้ผู้ที่อยู่ในพื้นที่ติดตามประกาศจากทางการ เตรียมเอกสารสำคัญ ยาประจำตัว และหลีกเลี่ยงการเดินลุยน้ำหรือใช้เส้นทางที่กระแสน้ำแรง หากสถานการณ์เปลี่ยนแปลงให้รีบแจ้งคนในครอบครัวและเพื่อนบ้านทันที,False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,40,gpt-5.6-luna
SYN_NER_GPT_V2_0014,"ขอความช่วยเหลือด่วนค่ะ🙏🏻🥺 อยู่หมู่บ้านท่าข้าม อำเภอหล่มเก่า มีเด็กเล็กนอนนิ่งปลุกไม่ตื่น และผู้หญิงขาหักแผลเปิดเลือดออก ต้องการทีมแพทย์หรือเรือเข้าช่วยเหลือด่วนมากค่ะ พิกัด 20.0245, 104.5978 ขออาหารสำหรับผู้ประสบภัยประมาณ 18 คน และน้ำดื่ม/เครื่องดื่มให้พลังงานด้วยค่ะ",True,help_request,หมู่บ้านท่าข้าม อำเภอหล่มเก่า,,20.0245,104.5978,ณัฐชนันท์,,female,,ณัฐชนันท์,,female,,"[{""name"": null, ""age"": 3, ""age_group"": ""child"", ""age_disclosure"": ""indirect"", ""gender"": ""male"", ""triage_color"": ""RED"", ""symptoms_literal"": ""ทารกนอนนิ่งเงียบ ปลุกไม่ตื่น ตัวไม่ขยับ"", ""is_bedridden"": false}, {""name"": null, ""age"": null, ""age_group"": ""adult"", ""age_disclosure"": ""indirect"", ""gender"": ""female"", ""triage_color"": ""YELLOW"", ""symptoms_literal"": ""ขาหักแผลเปิด กระดูกโผล่แทงทะลุผิวหนังอกมา เลือดไหลซึมแดงชุ่ม"", ""is_bedridden"": false}]",0,1,1,0,1,0,0,18,20,785,gpt-5.6-luna
SYN_NER_GPT_V2_0015,ขอให้ผู้ประสบภัยน้ำท่วมทุกคนปลอดภัยนะคะ ขอให้ฝนหยุดตกและระดับน้ำลดลงโดยเร็ว ขอส่งกำลังใจให้เจ้าหน้าที่และอาสาสมัครทุกคนค่ะ 🙏🏽🙏🏽🙏🏽,False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,87,gpt-5.6-luna
SYN_NER_GPT_V2_0016,"ขอความช่วยเหลือด่วนค่ะ มีผู้ประสบภัยติดอยู่ในพื้นที่ ต้องการทีมแพทย์หรือเรือเข้าช่วย ตอนนี้มีผู้ชายหมดสติ ตัวเย็น ปลุกไม่ตื่น และผู้สูงอายุอาการปวดท้องรุนแรงจนช็อกหน้ามืด อีกคนเป็นยายสุมาณเดินกะเผลกจากเล็บเท้าฉีก แต่ยังรู้สึกตัวค่ะ มีผู้เสียชีวิตแล้ว 1 ราย ขอชุดปฐมพยาบาลประมาณ 7 ชุดด้วยนะคะ

ติดต่อคุณโกเมน (ซูไรณี) 090 968 5027  
พิกัด: https://maps.app.goo.gl/jO2FzaJgjwzH  
ช่วยส่งต่อด้วยค่ะ ด่วนมาก 🙏",True,help_request,,https://maps.app.goo.gl/jO2FzaJgjwzH,0.0,0.0,นางซูไรณี อิสระบัณฑิตกุล,090 968 5027,female,โกเมน,นางสาวพัสมนต์,,female,,"[{""name"": null, ""age"": 38, ""age_group"": ""adult"", ""age_disclosure"": ""direct"", ""gender"": ""male"", ""triage_color"": ""RED"", ""symptoms_literal"": ""คุณตาหมดสติไปเฉยๆ เรียกไม่ตื่น ตัวเย็นเฉียบ ปลุกยังไงก็เงียบ"", ""is_bedridden"": false}, {""name"": null, ""age"": 83, ""age_group"": ""adult"", ""age_disclosure"": ""indirect"", ""gender"": ""male"", ""triage_color"": ""RED"", ""symptoms_literal"": ""ผู้สูงอายุปวดอัณฑะรุนแรงเฉียบพลันปวดร้าวขึ้นท้องจนช็อกหน้ามืด"", ""is_bedridden"": false}, {""name"": ""ยายสุมาณ"", ""age"": 81, ""age_group"": ""adult"", ""age_disclosure"": ""indirect"", ""gender"": ""female"", ""triage_color"": ""GREEN"", ""symptoms_literal"": ""เล็บนิ้วเท้าฉีกเล็กน้อย เลือดหยุดไหลนานแล้ว เดินลงน้ำหนักกะเผลกนิดหน่อย"", ""is_bedridden"": false}]",1,2,0,1,0,0,7,0,0,953,gpt-5.6-luna
SYN_NER_GPT_V2_0017,"ขอความช่วยเหลือด่วนค่ะ พิกัด 16.2329, 104.0702 น้องประภาวรรณ (ไข่ดาว) เด็กเล็กหายใจติดขัดมาก ร้องไม่มีเสียง เหมือนขาดอากาศ ต้องการทีมแพทย์หรือคนช่วยเข้ามารับด่วนค่ะ ขอชุดปฐมพยาบาลด้วย มีผู้ประสบภัยต้องใช้ประมาณ 17 ชุด ติดต่อ ตะวัน ค่ะ 🙏",True,help_request,,,16.2329,104.0702,น้องประภาวรรณ,,female,ไข่ดาว,ตะวัน,,male,ตะวัน,"[{""name"": null, ""age"": 2, ""age_group"": ""child"", ""age_disclosure"": ""indirect"", ""gender"": ""female"", ""triage_color"": ""RED"", ""symptoms_literal"": ""หายใจติดขัดอย่างหนัก ร้องไม่มีเสียง ขาดอากาศหายใจ"", ""is_bedridden"": false}]",0,1,0,0,1,0,17,0,0,808,gpt-5.6-luna
SYN_NER_GPT_V2_0018,อัปเดตคับ ตอนนี้น้ำยังท่วมสูงบริเวณรัชการซอย 1 (ซันวินเฮาส์) ระดับน้ำเริ่มทรงตัว คนในหอทั้ง 6 คนย้ายขึ้นมาอยู่ชั้น 2 แล้ว ทุกคนปลอดภัย แต่ยังออกจากพื้นที่ไม่ได้คับ เขตวัฒนา,False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,254,gpt-5.6-luna
SYN_NER_GPT_V2_0019,"อัปเดตสถานการณ์ค่ะ  
เขต 8 เลขที่ 422 ถ.ราษฎร์อุทิศ  
ตอนนี้น้ำยังทรงตัวและไฟฟ้าดับเป็นช่วง ๆ  
คนในบ้าน 4 คน รวมผู้สูงอายุ 2 คน ปลอดภัยอยู่ชั้น 2  
ขอให้ติดตามประกาศจากทางการ และหลีกเลี่ยงการเดินทางผ่านเส้นทางนี้  
แบตโทรศัพท์ใกล้หมด หากติดต่อไม่ได้อาจเป็นเพราะสัญญาณขัดข้อง  
ชื่อ ไก่ กับ ผึ้ง  
093-591****  

https://maps.app.goo.gl/GTEoz3yzygQRoPkE",False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,185,gpt-5.6-luna
SYN_NER_GPT_V2_0020,"ขอความช่วยเหลือด่วนค่ะ 🚨  
ที่บ้านห้วยแก้ว ตำบลห้วยแก้ว อำเภอเมืองชัยภูมิ จังหวัดชัยภูมิ มีหญิงตั้งครรภ์เลือดออกทางช่องคลอดเยอะมาก ต้องการทีมแพทย์หรือเรือเข้าช่วยโดยด่วน ตอนนี้มีผู้ใหญ่กับเด็กอยู่ด้วย เด็กยังรู้สึกตัวดี อีกคนข้อเท้าแพลงเดินกะเผลกค่ะ

ขอชุดปฐมพยาบาล อาหาร และแบตสำรองด้วยนะคะ ติดต่อคณะณัฐ อุดมเจริญ โทร 0680559761 🙏",True,help_request,บ้านห้วยแก้ว ตำบลห้วยแก้ว อำเภอเมืองชัยภูมิ จังหวัดชัยภูมิ,,0.0,0.0,คณะณัฐ อุดมเจริญ,0680559761,male,,คณะณัฐ อุดมเจริญ,0680559761,male,,"[{""name"": ""คณะณัฐ อุดมเจริญ"", ""age"": null, ""age_group"": ""adult"", ""age_disclosure"": ""indirect"", ""gender"": ""male"", ""triage_color"": ""RED"", ""symptoms_literal"": ""หญิงตั้งครรภ์มีเลือดออกสีแดงสดไหลออกจากช่องคลอดปริมาณมาก"", ""is_bedridden"": false}, {""name"": ""น้องธัญภิภันาย"", ""age"": 9, ""age_group"": ""child"", ""age_disclosure"": ""indirect"", ""gender"": ""female"", ""triage_color"": ""GREEN"", ""symptoms_literal"": ""เด็กตื่นตัวดี พูดคุยเจื้อยแจ้ว ไม่มีประวัติเจ็บป่วยรุนแรงในระยะนี้"", ""is_bedridden"": false}, {""name"": null, ""age"": null, ""age_group"": ""adult"", ""age_disclosure"": ""indirect"", ""gender"": ""male"", ""triage_color"": ""GREEN"", ""symptoms_literal"": ""รู้สึกตัวดี ครบถ้วน เดินกะเผลกเล็กน้อยจากข้อเท้าแพลงตื้นๆ"", ""is_bedridden"": false}]",0,1,0,2,1,0,1,16,1,85,gpt-5.6-luna
SYN_NER_GPT_V2_0021,"ขอส่งกำลังใจให้พี่น้องชาวหาดใหญ่และคลองแหทุกคนที่กำลังเผชิญน้ำท่วม ขอให้ทุกคนปลอดภัย เข้มแข็ง และผ่านพ้นสถานการณ์ครั้งนี้ไปได้โดยเร็ว 🙏🤍

ขอให้ระดับน้ำลดลง ฝนหยุดตก และเจ้าหน้าที่กับอาสาสมัครทุกฝ่ายปฏิบัติงานอย่างปลอดภัย

#น้ำท่วมหาดใหญ่ปี68 #น้ำท่วมหาดใหญ่คลองแห #ส่งกำลังใจให้ผู้ประสบภัย",False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,1815,gpt-5.6-luna
SYN_NER_GPT_V2_0022,"ขอเชิญร่วมบริจาคค่ะ

🆘🆘ขณะนี้หลายชุมชนในพื้นที่น้ำท่วมยังขาดแคลนอาหารแห้ง น้ำดื่ม ยาสามัญ และอาหารสัตว์ ทางอาสาสมัครกำลังรวบรวมสิ่งของเพื่อจัดส่งให้ผู้ประสบภัยค่ะ🆘🆘

สามารถร่วมบริจาคสิ่งของได้ที่ศูนย์ประสานงานชุมชนใกล้ตลาดเทศบาล ตั้งแต่เวลา 09.00–17.00 น. หรือบริจาคผ่านบัญชีของมูลนิธิที่ประกาศโดยหน่วยงานท้องถิ่นเท่านั้นนะคะ

ขอความกรุณาตรวจสอบข้อมูลก่อนโอนทุกครั้ง และช่วยกันแชร์ให้ผู้ที่ต้องการร่วมสนับสนุนทราบด้วยค่ะ 🙏",False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,765,gpt-5.6-luna
SYN_NER_GPT_V2_0023,ขอความช่วยเหลือด่วนค่ะ ลูกสาววัย 10 ขวบหกล้ม เจ็บกระดูกแขนกับขารุนแรงจนขยับไม่ได้ ตอนนี้มีผู้เสียชีวิตแล้วหนึ่งราย ต้องการชุดปฐมพยาบาล อาหาร และน้ำดื่ม รบกวนทีมช่วยเหลือเข้ามาดูหน่อยนะคะ พิกัด https://maps.app.goo.gl/Xqt3dp0uXvm9 ติดต่อข้าวเหนียว ทิพย์ 094-962-8383ค่ะ,True,help_request,,https://maps.app.goo.gl/Xqt3dp0uXvm9,0.0,0.0,ทิพย์ ฤทธิ์จันดี,094-962-8383,female,ข้าวเหนียว,ทิพย์ ฤทธิ์จันดี,094-962-8383,female,ข้าวเหนียว,"[{""name"": null, ""age"": 10, ""age_group"": ""child"", ""age_disclosure"": ""direct"", ""gender"": ""female"", ""triage_color"": ""YELLOW"", ""symptoms_literal"": ""ลูกบ่นเจ็บปวดกระดูกขาและแขนรุนแรงหลังจากหกล้ม เจ็บจนขยับไม่ได้"", ""is_bedridden"": false}]",1,0,1,0,1,0,14,5,0,1524,gpt-5.6-luna
SYN_NER_GPT_V2_0024,"ขอความช่วยเหลือด่วนค่ะ พิกัด 15.4942, 101.7369

ตาอดิลักษณ์ เข็มนาค อายุ 17 ปี นอนติดเตียง แน่นหน้าอก หายใจมีเสียงหวีด แต่ยังรู้สึกตัวดี อีกคนถูกน้ำร้อนลวกบริเวณหน้าตัก แผลพุพองเป็นวงกว้าง ปวดแสบร้อนมาก ตอนนี้ต้องการความช่วยเหลือเร่งด่วน และขอเชื้อเพลิง/พลังงานสำหรับใช้ในการช่วยเหลือด้วยค่ะ

ติดต่อผู้ประสบเหตุ 068-140-3811  
ผู้แจ้ง น้านนทิวรรณ (กิ่งแก้ว) 095-530-0315",True,help_request,,,15.4942,101.7369,ตาอดิลักษณ์ เข็มนาค,068-140-3811,male,,น้านนทิวรรณ แสนมนตรี,095-530-0315,female,กิ่งแก้ว,"[{""name"": ""ตาอดิลักษณ์ เข็มนาค"", ""age"": 17, ""age_group"": ""adult"", ""age_disclosure"": ""direct"", ""gender"": ""male"", ""triage_color"": ""YELLOW"", ""symptoms_literal"": ""คนไข้แน่นหน้าอก หายใจเสียงหวีด แต่ยังรู้สึกตัวดีมีสติสัมปชัญญะ"", ""is_bedridden"": true}, {""name"": null, ""age"": null, ""age_group"": ""adult"", ""age_disclosure"": ""indirect"", ""gender"": ""female"", ""triage_color"": ""YELLOW"", ""symptoms_literal"": ""น้ำร้อนเดือดๆ ราดใส่หน้าตัก แผลพุพองเป็นตุ่มน้ำใสวงกว้างปวดร้อนมาก"", ""is_bedridden"": false}]",0,0,2,0,0,1,0,0,1,1214,gpt-5.6-luna
