synthetic_id,generated_text,gt_is_help_request,gt_classification_category,gt_location_name,gt_google_map_url,gt_lat,gt_lng,gt_victim_name,gt_victim_phone,gt_victim_gender,gt_victim_nickname,gt_reporter_name,gt_reporter_phone,gt_reporter_gender,gt_reporter_nickname,gt_victims_json,gt_dead,gt_critical,gt_urgent,gt_safe,gt_child,gt_bedridden,gt_item_firstaid,gt_item_food,gt_item_energy,source_template_id,generator_model
SYN_NER_011,"💥ขอความช่วยเหลือด่วนมากค่ะ💥

มีคนติดอยู่ข้างใน 3 คน เป็นเด็กผู้หญิง 2 คน กับผู้ชายอีก 1 คน ตอนนี้อาการไม่ไหวแล้ว 😭

เด็ก 10 ขวบ ท้องเสีย ถ่ายเหลวเป็นน้ำพุ่งตลอดเวลา ถ่ายบ่อยจนหน้าซีดไร้แรง  
น้อง 2 ขวบ หายใจเหนื่อยหอบมากจนซี่โครงบุ๋ม อกบุ๋มลงไปลึกมาก อันตรายมากค่ะ 🚨  
ผู้ชายอีกคนขาหักแผลเปิด กระดูกโผล่แทงทะลุผิวหนังอกมา เลือดไหลซึมแดงชุ่ม

ขออาหารสำหรับ 14 คนด้วยนะคะ แล้วถ้ามีไฟฉายหรือแบตสำรองช่วยเอามาด้วย 1 ชุด 🙏

พิกัดตามลิงก์นี้ค่ะ  
https://maps.app.goo.gl/C9r30MxNC7

ช่วยประสานกู้ภัยหรือหน่วยงานที่ผ่านแถวนี้ให้หน่อยนะคะ ติดต่อคุณกฤติพงษ์ ลิ้นลา หรือคุณมโน ก้อนศิลา (ลอร์ด) ได้เลยค่ะ ไม่มีเบอร์โทร รบกวนช่วยด่วนจริงๆ 😭🙏",True,help_request,,https://maps.app.goo.gl/C9r30MxNC7,0.0,0.0,กฤติพงษ์ ลิ้นลา,,male,,มโน ก้อนศิลา,,male,ลอร์ด,"[{""name"": null, ""age"": 10, ""age_group"": ""child"", ""age_disclosure"": ""direct"", ""gender"": ""female"", ""triage_color"": ""YELLOW"", ""symptoms_literal"": ""เด็กท้องเสีย ถ่ายเหลวเป็นน้ำพุ่งตลอดเวลา ถ่ายบ่อยจนหน้าซีดไร้แรง"", ""is_bedridden"": false}, {""name"": null, ""age"": 2, ""age_group"": ""child"", ""age_disclosure"": ""direct"", ""gender"": ""female"", ""triage_color"": ""RED"", ""symptoms_literal"": ""หายใจเหนื่อยหอบมากจนซี่โครงบุ๋ม อกบุ๋มลงไปลึกมาก"", ""is_bedridden"": false}, {""name"": null, ""age"": null, ""age_group"": ""adult"", ""age_disclosure"": ""indirect"", ""gender"": ""male"", ""triage_color"": ""YELLOW"", ""symptoms_literal"": ""ขาหักแผลเปิด กระดูกโผล่แทงทะลุผิวหนังอกมา เลือดไหลซึมแดงชุ่ม"", ""is_bedridden"": false}]",0,1,2,0,2,0,0,14,1,1017,gpt-5.6-luna
SYN_NER_012,ขอส่งกำลังใจให้พี่น้องชาวบ้านคลองหวะและพื้นที่ใกล้เคียงนะคะ ขอให้ฝนหยุด ระดับน้ำลดลงไว ๆ และทุกคนปลอดภัย ขอให้เจ้าหน้าที่กับอาสาสมัครทำงานกันอย่างราบรื่นค่ะ 🙏💙,False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,1182,gpt-5.6-luna
SYN_NER_013,เปิดรับบริจาคอาหารแห้ง น้ำดื่ม และของใช้จำเป็น เพื่อนำไปจัดถุงยังชีพช่วยผู้ประสบภัยน้ำท่วมค่ะ ใครสะดวกช่วยคนละเล็กละน้อย ทักเพจได้เลยนะคะ 🙏💙,False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,544,gpt-5.6-luna
SYN_NER_014,"ช่วยด้วยค่ะ น้องปอ คำรังษี อยู่ที่บ้านห้วยทราย ต.แม่ยาว อ.เมืองเชียงราย ตอนนี้มีคุณลุงวัย 69 ปีโดนกระแสไฟฟ้ารั่วช็อตร่างกาย สลบนิ่งไฟไหม้ตามผิวหนังหมดสติ 🚨 ขอทีมกู้ภัยหรือคนใกล้เคียงเข้าช่วยด่วนมากค่ะ

น้องปอปวดเมื่อยตามเนื้อตัว กล้ามเนื้อตึงเนื่องจากขนของหนีน้ำท่วม ต้องการชุดปฐมพยาบาลหลายชุด และไฟฉาย/อุปกรณ์ให้แสงสว่างด้วยนะคะ 🙏 ติดต่อ นายฤทธิเกียรติ์ เครือสาร (โฟล์ค) โทร 0999212032 ช่วยแชร์ให้ถึงทีมกู้ภัยทีค่ะ 😭",True,help_request,บ้านห้วยทราย ต.แม่ยาว อ.เมืองเชียงราย,,0.0,0.0,น้องปอ คำรังษี,,female,,นายฤทธิเกียรติ์ เครือสาร,0999212032,male,โฟล์ค,"[{""name"": ""น้องปอ คำรังษี"", ""age"": null, ""age_group"": ""adult"", ""age_disclosure"": ""indirect"", ""gender"": ""female"", ""triage_color"": ""GREEN"", ""symptoms_literal"": ""ปวดเมื่อยตามเนื้อตัว กล้ามเนื้อตึงเนื่องจากขนของหนีน้ำท่วม"", ""is_bedridden"": false}, {""name"": null, ""age"": 69, ""age_group"": ""adult"", ""age_disclosure"": ""direct"", ""gender"": ""male"", ""triage_color"": ""RED"", ""symptoms_literal"": ""โดนกระแสไฟฟ้ารั่วช็อตร่างกาย สลบนิ่งไฟไหม้ตามผิวหนังหมดสติ"", ""is_bedridden"": false}]",0,1,0,1,0,0,4,0,7,909,gpt-5.6-luna
SYN_NER_015,"‼️ขอความช่วยเหลือด่วนค่ะ ตอนนี้มีคนเจ็บอยู่ 3 คน ติดอยู่แถวสะพานข้ามแม่น้ำกก ตำบลเวียงยอง อำเภอแม่สาย จังหวัดเชียงราย

มีผู้ชายอายุ 25 ปี คนไข้อาเจียนตลอดเวลา ทานอะไรไม่ได้เลย ดื่มน้ำก็อ้วกออกหมด ร่างกายเพลียจัด 😭  
เด็กผู้หญิงมีอาการน้องโดนไฟลวกผิวหนังไหม้แดงพุพอง บ่นเจ็บปวดแสบร้อนทรมาน  
แล้วก็น้องนิสรา อายุ 8 ขวบ อาการสับสน ร้องกรีดร้องสลับกับซึม เรียกชื่อแล้วไม่หันมามอง อันนี้น่าเป็นห่วงมากๆ ขอทีมแพทย์หรือกู้ภัยเข้าช่วยด่วนค่ะ

ขออาหาร น้ำ ยาปฐมพยาบาล/อุปกรณ์ทำแผล และถ้ามีเรือหรือทีมเข้าพื้นที่ช่วยเข้ามารับด้วยนะคะ 🙏

พิกัด 14.7936, 103.513  
ติดต่อ ภักดิพร โทร 0871828046 ค่ะ 🚨",True,help_request,สะพานข้ามแม่น้ำกก ตำบลเวียงยอง อำเภอแม่สาย จังหวัดเชียงราย,,14.7936,103.513,ภักดิพร,0871828046,female,,ภักดิพร,0871828046,female,,"[{""name"": null, ""age"": 25, ""age_group"": ""adult"", ""age_disclosure"": ""direct"", ""gender"": ""male"", ""triage_color"": ""YELLOW"", ""symptoms_literal"": ""คนไข้อาเจียนตลอดเวลา ทานอะไรไม่ได้เลย ดื่มน้ำก็อ้วกออกหมด ร่างกายเพลียจัด"", ""is_bedridden"": false}, {""name"": null, ""age"": 5, ""age_group"": ""child"", ""age_disclosure"": ""indirect"", ""gender"": ""female"", ""triage_color"": ""YELLOW"", ""symptoms_literal"": ""น้องโดนไฟลวกผิวหนังไหม้แดงพุพอง บ่นเจ็บปวดแสบร้อนทรมาน"", ""is_bedridden"": false}, {""name"": ""น้องนิสรา"", ""age"": 8, ""age_group"": ""child"", ""age_disclosure"": ""direct"", ""gender"": ""female"", ""triage_color"": ""RED"", ""symptoms_literal"": ""สับสน ร้องกรีดร้องสลับกับซึม เรียกชื่อแล้วไม่หันมามอง"", ""is_bedridden"": false}]",0,1,2,0,2,0,1,1,17,106,gpt-5.6-luna
SYN_NER_016,"ขอความช่วยเหลือด่วนค่ะ 🙏 น้าแอมติดอยู่กับน้องหลุยส์ ต้องการทีมกู้ภัย/รถพยาบาลเข้าช่วย ตอนนี้มีผู้ป่วยหญิงอายุ 45 ปี ผู้ป่วยปัสสาวะไม่ออกมานานกว่า 18 ชั่วโมงแล้ว ท้องน้อยตึงบวมเป่งทรมานจัด และน้องหลุยส์อายุ 2 ขวบ ทารกอายุ 1 เดือน ตัวเย็นเฉียบต่ำกว่า 35 องศา ซึมมากไม่ยอมกินนม 😭 ขอชุดปฐมพยาบาล อาหารสำหรับประมาณ 10 คน และไฟฉาย/อุปกรณ์ให้แสงสว่างด้วยค่ะ พิกัด 17.709, 104.4498 ติดต่อแอม 0654396176 ด่วนเลยนะคะ 🚨",True,help_request,,,17.709,104.4498,น้าแอม,0654396176,female,แอม,น้าแอม,0654396176,female,แอม,"[{""name"": null, ""age"": 45, ""age_group"": ""adult"", ""age_disclosure"": ""direct"", ""gender"": ""female"", ""triage_color"": ""YELLOW"", ""symptoms_literal"": ""ผู้ป่วยปัสสาวะไม่ออกมานานกว่า 18 ชั่วโมงแล้ว ท้องน้อยตึงบวมเป่งทรมานจัด"", ""is_bedridden"": false}, {""name"": ""น้องหลุยส์"", ""age"": 2, ""age_group"": ""child"", ""age_disclosure"": ""direct"", ""gender"": ""female"", ""triage_color"": ""RED"", ""symptoms_literal"": ""ทารกอายุ 1 เดือน ตัวเย็นเฉียบต่ำกว่า 35 องศา ซึมมากไม่ยอมกินนม"", ""is_bedridden"": false}]",0,1,1,0,1,0,1,10,1,187,gpt-5.6-luna
SYN_NER_017,"ขอความช่วยเหลือด่วนค่ะ 😭🙏  
นางชุมาพร (ปิ่น) กับยายเมธินี กัลยาณธรรม ติดอยู่ที่วัดสระแก้ว ตำบลสระแก้ว อำเภอเมืองอุบลราชธานี จังหวัดอุบลราชธานี พิกัด 19.5942, 100.1105

มีผู้เสียชีวิตแล้ว 1 ราย ตอนนี้มีคนท้องปวดท้องเกร็งตัวงอรุนแรงเฉียบพลัน มีมูกเลือดแดงสดไหลนอง ต้องการกู้ภัยหรือทีมแพทย์ด่วนมากค่ะ 😭  
เด็กผู้หญิงอายุ 4 ขวบก็มีอาการเด็กท้องเสีย ถ่ายเหลวเป็นน้ำพุ่งตลอดเวลา ถ่ายบ่อยจนหน้าซีดไร้แรง

ขอเรือหรือรถเข้าช่วยด้วยนะคะ ต้องการชุดปฐมพยาบาล 5 ชุด อาหาร น้ำดื่ม และไฟฉาย/แบตสำรองค่ะ  
ติดต่อยายเมธินี กัลยาณธรรม 096 754 7847

แผนที่ https://maps.app.goo.gl/saEMmMyJMg",True,help_request,วัดสระแก้ว ตำบลสระแก้ว อำเภอเมืองอุบลราชธานี จังหวัดอุบลราชธานี,https://maps.app.goo.gl/saEMmMyJMg,19.5942,100.1105,นางชุมาพร,,female,ปิ่น,ยายเมธินี กัลยาณธรรม,096 754 7847,female,,"[{""name"": null, ""age"": null, ""age_group"": ""adult"", ""age_disclosure"": ""indirect"", ""gender"": ""female"", ""triage_color"": ""RED"", ""symptoms_literal"": ""คนท้องปวดท้องเกร็งตัวงอรุนแรงเฉียบพลัน มีมูกเลือดแดงสดไหลนอง"", ""is_bedridden"": false}, {""name"": null, ""age"": 4, ""age_group"": ""child"", ""age_disclosure"": ""direct"", ""gender"": ""female"", ""triage_color"": ""YELLOW"", ""symptoms_literal"": ""เด็กท้องเสีย ถ่ายเหลวเป็นน้ำพุ่งตลอดเวลา ถ่ายบ่อยจนหน้าซีดไร้แรง"", ""is_bedridden"": false}]",1,1,1,0,1,0,5,1,1,204,gpt-5.6-luna
SYN_NER_018,📍📍อัปเดตสถานการณ์นะคะ ระดับน้ำในพื้นที่ชุมชนมงคลประชา 2 เช้านี้ยังทรงตัวและเริ่มลดลงเล็กน้อย ถนนบางช่วงมีน้ำขัง รถเล็กควรหลีกเลี่ยงเส้นทางก่อนนะคะ ขอบคุณทุกคนที่ติดตามค่ะ 🙏,False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,4,gpt-5.6-luna
SYN_NER_019,📍📍ขอส่งกำลังใจให้พี่น้องในพื้นที่ประสบภัยทุกคนนะคะ ขอให้ฝนหยุดตก ระดับน้ำลดลงเร็ว ๆ และทุกพื้นที่ปลอดภัย ขอให้เจ้าหน้าที่กับอาสาสมัครทำงานกันอย่างราบรื่นนะคะ 🙏💙 ฝากช่วยกันแชร์กำลังใจค่ะ 📌📍,False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,198,gpt-5.6-luna
SYN_NER_020,ขอส่งกำลังใจให้ทุกคนในพื้นที่ประสบภัยนะคะ ขอให้ฝนหยุด น้ำลด และสถานการณ์คลี่คลายโดยเร็ว ขอให้ทุกคนปลอดภัยค่ะ 🙏💙,False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,866,gpt-5.6-luna
SYN_NER_021,"ช่วยน้าวรางคณา ธาราศักดิ์ด้วยนะคะ ตอนนี้มีผู้ชายวัยผู้ใหญ่บาดเจ็บ อาการตาพร่ามัวมองไม่เห็นเฉียบพลันไปข้างหนึ่ง ตาแดงอักเสบปวดตา 😭 ขอหน่วยงานหรือกู้ภัยเข้าช่วยดูอาการด่วนค่ะ

พิกัดตามแผนที่นี้นะคะ  
https://maps.app.goo.gl/N654IawDwy

ติดต่อ น้าวรางคณา ธาราศักดิ์ โทร 099-325-0941  
ฝากช่วยด้วยนะคะ 🙏",True,help_request,,https://maps.app.goo.gl/N654IawDwy,0.0,0.0,น้าวรางคณา ธาราศักดิ์,099-325-0941,female,,อาปุยฝ้าย,,female,ปุยฝ้าย,"[{""name"": null, ""age"": 34, ""age_group"": ""adult"", ""age_disclosure"": ""indirect"", ""gender"": ""male"", ""triage_color"": ""YELLOW"", ""symptoms_literal"": ""ตาพร่ามัวมองไม่เห็นเฉียบพลันไปข้างหนึ่ง ตาแดงอักเสบปวดตา"", ""is_bedridden"": false}]",0,0,1,0,0,0,0,1,0,230,gpt-5.6-luna
